timestamp,symbol,price_usd,rsi_14,sma_20,sma_50,pct_change_1h,decision,confidence
2026-06-18T13:00:00+00:00,BTC,63984.0,41.3,64339.71,64489.2,-0.61,HOLD,50
2026-06-18T14:00:00+00:00,BTC,63816.61,39.7,64254.74,64459.96,-0.26,HOLD,50
2026-06-18T15:00:00+00:00,BTC,62369.44,25.9,64158.12,64372.85,-2.27,BEARISH,75
2026-06-18T16:00:00+00:00,BTC,62688.0,28.7,64070.8,64305.46,0.51,BULLISH,85
2026-06-18T17:00:00+00:00,BTC,62606.0,30.8,63988.22,64240.1,-0.13,HOLD,50
2026-06-18T18:00:00+00:00,BTC,62708.92,35.6,63908.66,64183.39,0.16,HOLD,50
2026-06-18T19:00:00+00:00,BTC,62950.79,37.6,63830.73,64139.36,0.39,HOLD,50
2026-06-18T20:00:00+00:00,BTC,63086.0,38.3,63761.63,64103.04,0.21,HOLD,50
2026-06-18T21:00:00+00:00,BTC,62971.32,30.5,63682.76,64065.32,-0.18,HOLD,50
2026-06-18T22:00:00+00:00,BTC,62885.85,30.7,63592.58,64027.27,-0.14,HOLD,50
2026-06-18T23:00:00+00:00,BTC,62958.01,33.6,63526.34,63993.86,0.11,HOLD,50
2026-06-19T00:00:00+00:00,BTC,63020.0,35.8,63483.17,63964.35,0.1,HOLD,50
2026-06-19T01:00:00+00:00,BTC,63021.86,36.9,63434.56,63936.63,0.0,HOLD,50
2026-06-19T02:00:00+00:00,BTC,63006.0,28.8,63380.69,63910.04,-0.03,HOLD,50
2026-06-19T03:00:00+00:00,BTC,62773.51,30.3,63293.84,63878.47,-0.37,HOLD,50
2026-06-19T04:00:00+00:00,BTC,62452.01,28.9,63196.45,63839.91,-0.51,HOLD,50
2026-06-19T05:00:00+00:00,BTC,62739.2,58.9,63123.43,63810.95,0.46,HOLD,50
2026-06-19T06:00:00+00:00,BTC,62894.08,55.4,63064.2,63787.44,0.25,HOLD,50
2026-06-19T07:00:00+00:00,BTC,62629.99,50.6,62996.98,63758.5,-0.42,HOLD,50
2026-06-19T08:00:00+00:00,BTC,62603.99,47.4,62908.28,63730.34,-0.04,HOLD,50
2026-06-19T09:00:00+00:00,BTC,62390.0,35.9,62828.58,63698.43,-0.34,HOLD,50
2026-06-19T10:00:00+00:00,BTC,62533.25,36.1,62764.41,63671.33,0.23,HOLD,50
2026-06-19T11:00:00+00:00,BTC,62626.0,41.3,62777.24,63647.57,0.15,HOLD,50
2026-06-19T12:00:00+00:00,BTC,62830.01,48.7,62784.34,63629.41,0.33,HOLD,50
2026-06-19T13:00:00+00:00,BTC,63210.0,55.3,62814.54,63620.29,0.6,HOLD,50
2026-06-19T14:00:00+00:00,BTC,63203.53,53.9,62839.27,63611.42,-0.01,HOLD,50
2026-06-19T15:00:00+00:00,BTC,63214.01,54.1,62852.43,63603.14,0.02,HOLD,50
2026-06-19T16:00:00+00:00,BTC,62971.99,49.3,62846.73,63590.26,-0.38,HOLD,50
2026-06-19T17:00:00+00:00,BTC,63198.01,58.3,62858.07,63582.42,0.36,HOLD,50
2026-06-19T18:00:00+00:00,BTC,63110.01,64.1,62869.27,63527.33,-0.14,HOLD,50
2026-06-19T19:00:00+00:00,BTC,63021.6,56.6,62872.45,63465.68,-0.14,HOLD,50
2026-06-19T20:00:00+00:00,BTC,63250.01,58.0,62883.95,63420.36,0.36,HOLD,50
2026-06-19T21:00:00+00:00,BTC,63075.98,60.5,62886.66,63395.85,-0.28,HOLD,50
2026-06-19T22:00:00+00:00,BTC,63315.28,65.2,62902.12,63373.47,0.38,HOLD,50
2026-06-19T23:00:00+00:00,BTC,63543.91,74.5,62940.64,63359.19,0.36,HOLD,50
2026-06-20T00:00:00+00:00,BTC,63530.01,72.4,62994.54,63343.79,-0.02,HOLD,50
2026-06-20T01:00:00+00:00,BTC,63586.28,72.0,63036.9,63325.33,0.09,HOLD,50
2026-06-20T02:00:00+00:00,BTC,63340.57,61.5,63059.22,63302.78,-0.39,HOLD,50
2026-06-20T03:00:00+00:00,BTC,63476.79,56.7,63101.56,63281.34,0.22,HOLD,50
2026-06-20T04:00:00+00:00,BTC,63583.53,59.1,63150.54,63259.22,0.17,HOLD,50
2026-06-20T05:00:00+00:00,BTC,63678.07,60.7,63214.94,63247.12,0.15,HOLD,50
2026-06-20T06:00:00+00:00,BTC,63744.61,69.4,63275.51,63244.35,0.1,HOLD,50
2026-06-20T07:00:00+00:00,BTC,63655.21,62.3,63326.97,63237.57,-0.14,HOLD,50
2026-06-20T08:00:00+00:00,BTC,63417.97,57.7,63356.37,63224.26,-0.37,HOLD,50
2026-06-20T09:00:00+00:00,BTC,63741.16,66.1,63382.93,63208.88,0.51,HOLD,50
2026-06-20T10:00:00+00:00,BTC,63674.7,60.2,63406.49,63194.37,-0.1,HOLD,50
2026-06-20T11:00:00+00:00,BTC,63688.0,66.0,63430.18,63184.14,0.02,HOLD,50
2026-06-20T12:00:00+00:00,BTC,63655.09,59.9,63464.34,63175.67,-0.05,HOLD,50
2026-06-20T13:00:00+00:00,BTC,63397.78,45.8,63474.33,63164.14,-0.4,HOLD,50
2026-06-20T14:00:00+00:00,BTC,63949.9,59.2,63516.32,63155.58,0.87,HOLD,50
2026-06-20T15:00:00+00:00,BTC,64160.04,61.8,63573.24,63159.1,0.33,HOLD,50
2026-06-20T16:00:00+00:00,BTC,64034.31,65.0,63612.46,63163.45,-0.2,HOLD,50
2026-06-20T17:00:00+00:00,BTC,63834.7,57.5,63650.4,63192.76,-0.31,HOLD,50
2026-06-20T18:00:00+00:00,BTC,63805.89,54.8,63674.93,63215.11,-0.05,HOLD,50
2026-06-20T19:00:00+00:00,BTC,63936.0,55.5,63694.53,63241.71,0.2,HOLD,50
2026-06-20T20:00:00+00:00,BTC,63925.99,54.0,63714.33,63266.06,-0.02,HOLD,50
2026-06-20T21:00:00+00:00,BTC,64012.4,57.9,63735.64,63287.29,0.14,HOLD,50
2026-06-20T22:00:00+00:00,BTC,64272.01,68.6,63782.21,63311.01,0.41,HOLD,50
2026-06-20T23:00:00+00:00,BTC,64298.01,63.9,63823.27,63337.54,0.04,HOLD,50
2026-06-21T00:00:00+00:00,BTC,64294.0,66.0,63858.79,63365.71,-0.01,HOLD,50
2026-06-21T01:00:00+00:00,BTC,64248.0,64.2,63887.29,63391.51,-0.07,HOLD,50
2026-06-21T02:00:00+00:00,BTC,64241.25,65.1,63912.12,63415.93,-0.01,HOLD,50
2026-06-21T03:00:00+00:00,BTC,64426.0,77.5,63950.66,63444.01,0.29,HOLD,50
2026-06-21T04:00:00+00:00,BTC,64276.12,61.1,63993.57,63469.42,-0.23,HOLD,50
2026-06-21T05:00:00+00:00,BTC,64256.55,53.8,64019.34,63499.08,-0.03,HOLD,50
2026-06-21T06:00:00+00:00,BTC,64303.46,61.2,64050.78,63536.11,0.07,HOLD,50
2026-06-21T07:00:00+00:00,BTC,64191.07,66.0,64075.93,63565.14,-0.17,HOLD,50
2026-06-21T08:00:00+00:00,BTC,64014.0,58.3,64093.87,63587.54,-0.28,HOLD,50
2026-06-21T09:00:00+00:00,BTC,64209.16,60.3,64134.44,63619.12,0.3,HOLD,50
2026-06-21T10:00:00+00:00,BTC,64365.99,65.0,64155.25,63654.36,0.24,HOLD,50
2026-06-21T11:00:00+00:00,BTC,64176.0,55.2,64156.05,63690.08,-0.3,HOLD,50
2026-06-21T12:00:00+00:00,BTC,64200.0,47.3,64164.33,63723.42,0.04,HOLD,50
2026-06-21T13:00:00+00:00,BTC,64146.0,44.4,64179.9,63753.82,-0.08,HOLD,50
2026-06-21T14:00:00+00:00,BTC,64145.97,44.6,64196.9,63780.14,-0.0,HOLD,50
2026-06-21T15:00:00+00:00,BTC,64224.0,49.1,64211.3,63800.42,0.12,HOLD,50
2026-06-21T16:00:00+00:00,BTC,64145.31,46.7,64222.26,63819.25,-0.12,HOLD,50
2026-06-21T17:00:00+00:00,BTC,64151.46,39.3,64229.22,63838.0,0.01,HOLD,50
2026-06-21T18:00:00+00:00,BTC,64213.81,47.4,64226.31,63862.84,0.1,HOLD,50
2026-06-21T19:00:00+00:00,BTC,64207.12,47.9,64221.76,63883.02,-0.01,HOLD,50
2026-06-21T20:00:00+00:00,BTC,63848.0,34.8,64199.46,63897.78,-0.56,HOLD,50
2026-06-21T21:00:00+00:00,BTC,63808.01,36.6,64177.46,63913.51,-0.06,HOLD,50
2026-06-21T22:00:00+00:00,BTC,63801.59,41.6,64155.48,63924.54,-0.01,HOLD,50
2026-06-21T23:00:00+00:00,BTC,63311.99,21.1,64099.78,63929.26,-0.77,HOLD,50
2026-06-22T00:00:00+00:00,BTC,63896.01,38.1,64080.78,63940.88,0.92,HOLD,50
2026-06-22T01:00:00+00:00,BTC,64606.0,58.6,64098.25,63962.12,1.11,BULLISH,55
2026-06-22T02:00:00+00:00,BTC,64257.99,51.0,64095.97,63976.68,-0.54,HOLD,50
2026-06-22T03:00:00+00:00,BTC,63974.01,47.2,64085.12,63984.43,-0.44,HOLD,50
2026-06-22T04:00:00+00:00,BTC,64100.02,49.3,64089.42,63999.62,0.2,HOLD,50
2026-06-22T05:00:00+00:00,BTC,64247.74,50.4,64091.35,64015.04,0.23,HOLD,50
2026-06-22T06:00:00+00:00,BTC,63989.95,47.7,64072.55,64023.17,-0.4,HOLD,50
2026-06-22T07:00:00+00:00,BTC,64211.19,50.8,64074.31,64033.83,0.35,HOLD,50
2026-06-22T08:00:00+00:00,BTC,64165.99,49.3,64072.61,64042.26,-0.07,HOLD,50
2026-06-22T09:00:00+00:00,BTC,64145.39,49.2,64072.58,64052.06,-0.03,HOLD,50
2026-06-22T10:00:00+00:00,BTC,64139.21,54.4,64072.24,64066.49,-0.01,HOLD,50
2026-06-22T11:00:00+00:00,BTC,64657.22,61.3,64093.9,64084.81,0.81,HOLD,50
2026-06-22T12:00:00+00:00,BTC,65149.57,65.9,64144.11,64114.31,0.76,HOLD,50
2026-06-22T13:00:00+00:00,BTC,65578.0,77.0,64215.44,64152.11,0.66,HOLD,50
2026-06-22T14:00:00+00:00,BTC,64980.39,62.9,64253.77,64178.61,-0.91,HOLD,50
2026-06-22T15:00:00+00:00,BTC,64836.95,53.2,64285.26,64207.39,-0.22,HOLD,50
2026-06-22T16:00:00+00:00,BTC,64719.77,56.8,64328.85,64222.79,-0.18,HOLD,50
2026-06-22T17:00:00+00:00,BTC,64602.0,59.7,64368.55,64231.63,-0.18,HOLD,50
2026-06-22T18:00:00+00:00,BTC,64334.01,53.5,64395.17,64237.63,-0.41,HOLD,50
2026-06-22T19:00:00+00:00,BTC,64472.0,53.3,64453.17,64250.37,0.21,HOLD,50
2026-06-22T20:00:00+00:00,BTC,64433.8,57.0,64480.06,64262.93,-0.06,HOLD,50
2026-06-22T21:00:00+00:00,BTC,64320.57,51.8,64465.79,64270.62,-0.18,HOLD,50
2026-06-22T22:00:00+00:00,BTC,63971.12,47.1,64451.45,64271.52,-0.54,HOLD,50
2026-06-22T23:00:00+00:00,BTC,64020.01,48.1,64453.75,64271.68,0.08,HOLD,50
2026-06-23T00:00:00+00:00,BTC,64154.99,50.2,64456.49,64269.34,0.21,HOLD,50
2026-06-23T01:00:00+00:00,BTC,64156.0,41.6,64451.91,64266.5,0.0,HOLD,50
2026-06-23T02:00:00+00:00,BTC,64204.01,31.4,64462.61,64264.7,0.07,HOLD,50
2026-06-23T03:00:00+00:00,BTC,64065.35,16.5,64455.32,64261.04,-0.22,HOLD,50
2026-06-23T04:00:00+00:00,BTC,63623.02,17.7,64428.17,64248.68,-0.69,HOLD,50
2026-06-23T05:00:00+00:00,BTC,63400.0,17.0,64390.9,64228.16,-0.35,HOLD,50
2026-06-23T06:00:00+00:00,BTC,62936.01,14.7,64330.74,64201.36,-0.73,HOLD,50
2026-06-23T07:00:00+00:00,BTC,62886.03,15.1,64242.18,64173.95,-0.08,HOLD,50
2026-06-23T08:00:00+00:00,BTC,62385.99,13.8,64104.0,64135.6,-0.8,HOLD,50
2026-06-23T09:00:00+00:00,BTC,62386.0,9.1,63944.4,64099.49,0.0,HOLD,50
2026-06-23T10:00:00+00:00,BTC,62328.01,9.1,63811.78,64065.77,-0.09,HOLD,50
2026-06-23T11:00:00+00:00,BTC,62507.06,15.6,63695.29,64031.73,0.29,HOLD,50
2026-06-23T12:00:00+00:00,BTC,62256.6,16.2,63572.13,63989.54,-0.4,HOLD,50
2026-06-23T13:00:00+00:00,BTC,62475.99,21.5,63465.83,63955.54,0.35,BULLISH,70
2026-06-23T14:00:00+00:00,BTC,62493.63,17.9,63373.81,63921.42,0.03,HOLD,50
2026-06-23T15:00:00+00:00,BTC,62487.79,17.9,63274.6,63888.25,-0.01,HOLD,50
2026-06-23T16:00:00+00:00,BTC,62558.0,18.6,63180.81,63856.49,0.11,HOLD,50
2026-06-23T17:00:00+00:00,BTC,62358.02,18.1,63082.68,63819.17,-0.32,HOLD,50
2026-06-23T18:00:00+00:00,BTC,62241.99,20.7,62996.22,63781.11,-0.19,HOLD,50
2026-06-23T19:00:00+00:00,BTC,62388.49,27.8,62914.65,63745.85,0.24,HOLD,50
2026-06-23T20:00:00+00:00,BTC,62470.7,37.7,62830.43,63710.99,0.13,HOLD,50
2026-06-23T21:00:00+00:00,BTC,62599.77,42.8,62752.62,63678.84,0.21,HOLD,50
2026-06-23T22:00:00+00:00,BTC,62590.0,56.9,62671.92,63653.68,-0.02,HOLD,50
2026-06-23T23:00:00+00:00,BTC,62734.57,60.7,62605.38,63632.21,0.23,HOLD,50
2026-06-24T00:00:00+00:00,BTC,63014.0,68.5,62574.93,63616.46,0.45,HOLD,50
2026-06-24T01:00:00+00:00,BTC,62932.19,62.1,62551.54,63608.86,-0.13,HOLD,50
2026-06-24T02:00:00+00:00,BTC,62630.0,60.3,62536.24,63583.54,-0.48,HOLD,50
2026-06-24T03:00:00+00:00,BTC,62729.78,57.5,62528.43,63546.02,0.16,HOLD,50
2026-06-24T04:00:00+00:00,BTC,62744.42,57.5,62546.35,63515.75,0.02,HOLD,50
2026-06-24T05:00:00+00:00,BTC,62890.0,61.0,62571.55,63494.07,0.23,HOLD,50
2026-06-24T06:00:00+00:00,BTC,62780.0,56.0,62594.15,63467.67,-0.17,HOLD,50
2026-06-24T07:00:00+00:00,BTC,62657.99,58.4,62601.7,63435.87,-0.19,HOLD,50
2026-06-24T08:00:00+00:00,BTC,62800.0,65.4,62628.87,63412.07,0.23,HOLD,50
2026-06-24T09:00:00+00:00,BTC,62681.7,58.2,62639.15,63381.48,-0.19,HOLD,50
2026-06-24T10:00:00+00:00,BTC,62445.99,49.4,62636.77,63347.08,-0.38,HOLD,50
2026-06-24T11:00:00+00:00,BTC,62921.19,57.0,62658.44,63322.6,0.76,HOLD,50
2026-06-24T12:00:00+00:00,BTC,62618.31,50.5,62661.46,63292.18,-0.48,HOLD,50
2026-06-24T13:00:00+00:00,BTC,61338.01,31.2,62610.46,63225.8,-2.04,BEARISH,75
2026-06-24T14:00:00+00:00,BTC,61113.1,24.0,62554.01,63145.07,-0.37,HOLD,50
2026-06-24T15:00:00+00:00,BTC,60250.0,19.8,62447.09,63038.51,-1.41,BEARISH,55
2026-06-24T16:00:00+00:00,BTC,59850.0,19.3,62316.05,62935.9,-0.66,HOLD,50
2026-06-24T17:00:00+00:00,BTC,59404.0,15.9,62156.26,62827.24,-0.75,HOLD,50
2026-06-24T18:00:00+00:00,BTC,59599.99,18.9,62006.76,62724.84,0.33,BULLISH,70
2026-06-24T19:00:00+00:00,BTC,59958.3,22.2,61867.95,62631.97,0.6,BULLISH,85
2026-06-24T20:00:00+00:00,BTC,60956.0,35.2,61765.05,62564.41,1.66,BULLISH,55
2026-06-24T21:00:00+00:00,BTC,61110.0,37.5,61673.94,62497.17,0.25,HOLD,50
2026-06-24T22:00:00+00:00,BTC,60873.99,34.7,61586.14,62425.97,-0.39,HOLD,50
2026-06-24T23:00:00+00:00,BTC,61077.99,37.4,61503.55,62361.12,0.34,HOLD,50
2026-06-25T00:00:00+00:00,BTC,60832.0,37.4,61407.93,62298.34,-0.4,HOLD,50
2026-06-25T01:00:00+00:00,BTC,60928.0,33.4,61309.83,62236.5,0.16,HOLD,50
2026-06-25T02:00:00+00:00,BTC,60799.08,34.4,61210.78,62169.38,-0.21,HOLD,50
2026-06-25T03:00:00+00:00,BTC,60883.65,45.1,61122.07,62103.93,0.14,HOLD,50
2026-06-25T04:00:00+00:00,BTC,61357.63,52.5,61049.95,62047.01,0.78,HOLD,50
2026-06-25T05:00:00+00:00,BTC,61600.01,65.8,60995.86,61997.7,0.4,HOLD,50
2026-06-25T06:00:00+00:00,BTC,61732.06,73.5,60960.17,61959.88,0.21,HOLD,50
2026-06-25T07:00:00+00:00,BTC,61911.04,83.6,60909.66,61930.1,0.29,HOLD,50
2026-06-25T08:00:00+00:00,BTC,61712.35,78.3,60864.36,61905.63,-0.32,BEARISH,70
2026-06-25T09:00:00+00:00,BTC,61739.29,76.2,60884.42,61882.69,0.04,HOLD,50
2026-06-25T10:00:00+00:00,BTC,61269.94,55.5,60892.27,61860.37,-0.76,HOLD,50
2026-06-25T11:00:00+00:00,BTC,61282.01,53.2,60943.87,61838.29,0.02,HOLD,50
2026-06-25T12:00:00+00:00,BTC,61244.01,57.3,61013.57,61816.61,-0.06,HOLD,50
2026-06-25T13:00:00+00:00,BTC,58290.17,23.6,60957.88,61732.27,-4.82,BEARISH,75
2026-06-25T14:00:00+00:00,BTC,59471.5,39.1,60951.45,61676.57,2.03,BULLISH,55
2026-06-25T15:00:00+00:00,BTC,59557.99,39.0,60931.44,61618.21,0.15,HOLD,50
2026-06-25T16:00:00+00:00,BTC,59312.64,38.2,60849.27,61554.59,-0.41,HOLD,50
2026-06-25T17:00:00+00:00,BTC,59676.01,40.9,60777.57,61498.36,0.61,HOLD,50
2026-06-25T18:00:00+00:00,BTC,59512.71,35.3,60709.5,61437.45,-0.27,HOLD,50
2026-06-25T19:00:00+00:00,BTC,59320.0,31.7,60621.6,61376.69,-0.32,HOLD,50
2026-06-25T20:00:00+00:00,BTC,59456.62,31.8,60552.84,61320.98,0.23,HOLD,50
2026-06-25T21:00:00+00:00,BTC,60211.87,37.5,60517.03,61277.45,1.27,BULLISH,55
2026-06-25T22:00:00+00:00,BTC,59851.27,36.7,60469.64,61225.06,-0.6,HOLD,50
2026-06-25T23:00:00+00:00,BTC,59794.0,36.1,60415.16,61168.95,-0.1,HOLD,50
2026-06-26T00:00:00+00:00,BTC,59667.09,38.0,60330.63,61110.49,-0.21,HOLD,50
2026-06-26T01:00:00+00:00,BTC,59431.5,36.6,60222.2,61044.43,-0.39,HOLD,50
2026-06-26T02:00:00+00:00,BTC,58561.99,32.6,60063.7,60955.39,-1.46,BEARISH,55
2026-06-26T03:00:00+00:00,BTC,60036.01,64.0,59969.95,60897.46,2.52,BULLISH,55
2026-06-26T04:00:00+00:00,BTC,59920.47,54.3,59880.35,60843.27,-0.19,HOLD,50
2026-06-26T05:00:00+00:00,BTC,59953.3,53.9,59791.05,60787.74,0.05,HOLD,50
2026-06-26T06:00:00+00:00,BTC,60324.0,59.6,59743.76,60739.34,0.62,HOLD,50
2026-06-26T07:00:00+00:00,BTC,60532.0,58.4,59706.26,60692.18,0.34,HOLD,50
2026-06-26T08:00:00+00:00,BTC,60245.67,57.0,59656.34,60641.49,-0.47,HOLD,50
2026-06-26T09:00:00+00:00,BTC,59736.01,53.8,59728.63,60583.05,-0.85,HOLD,50
2026-06-26T10:00:00+00:00,BTC,59313.26,48.8,59720.72,60513.31,-0.71,HOLD,50
2026-06-26T11:00:00+00:00,BTC,59413.24,42.3,59713.48,60447.95,0.17,HOLD,50
2026-06-26T12:00:00+00:00,BTC,59185.02,43.4,59707.1,60382.73,-0.38,HOLD,50
2026-06-26T13:00:00+00:00,BTC,60175.43,53.2,59732.07,60327.81,1.67,BULLISH,55
2026-06-26T14:00:00+00:00,BTC,59590.73,49.4,59735.97,60267.26,-0.97,HOLD,50
2026-06-26T15:00:00+00:00,BTC,60328.32,56.5,59786.39,60247.07,1.24,BULLISH,55
2026-06-26T16:00:00+00:00,BTC,60041.75,61.7,59815.65,60225.64,-0.48,HOLD,50
2026-06-26T17:00:00+00:00,BTC,60023.97,49.9,59806.25,60221.12,-0.03,HOLD,50
2026-06-26T18:00:00+00:00,BTC,59668.01,47.5,59797.09,60217.48,-0.59,HOLD,50
2026-06-26T19:00:00+00:00,BTC,59751.97,48.1,59794.99,60224.44,0.14,HOLD,50
2026-06-26T20:00:00+00:00,BTC,59718.0,43.7,59797.53,60226.8,-0.06,HOLD,50
2026-06-26T21:00:00+00:00,BTC,59918.7,43.7,59821.89,60226.01,0.34,HOLD,50
2026-06-26T22:00:00+00:00,BTC,60048.0,47.9,59896.19,60207.85,0.22,HOLD,50
2026-06-26T23:00:00+00:00,BTC,60097.27,54.3,59899.26,60187.59,0.08,HOLD,50
2026-06-27T00:00:00+00:00,BTC,60059.07,59.7,59906.19,60171.29,-0.06,HOLD,50
2026-06-27T01:00:00+00:00,BTC,59945.53,56.9,59905.8,60148.64,-0.19,HOLD,50
2026-06-27T02:00:00+00:00,BTC,60290.01,63.9,59904.1,60137.8,0.57,HOLD,50
2026-06-27T03:00:00+00:00,BTC,60305.73,52.2,59892.78,60125.36,0.03,HOLD,50
2026-06-27T04:00:00+00:00,BTC,60239.99,63.1,59892.5,60114.18,-0.11,HOLD,50
2026-06-27T05:00:00+00:00,BTC,60236.76,47.4,59917.54,60101.24,-0.01,HOLD,50
2026-06-27T06:00:00+00:00,BTC,60370.62,60.4,59970.41,60081.5,0.22,HOLD,50
2026-06-27T07:00:00+00:00,BTC,60548.07,65.0,60027.15,60060.46,0.29,HOLD,50
2026-06-27T08:00:00+00:00,BTC,60456.0,76.6,60090.7,60034.94,-0.15,HOLD,50
2026-06-27T09:00:00+00:00,BTC,60414.62,73.0,60102.66,60005.01,-0.07,HOLD,50
2026-06-27T10:00:00+00:00,BTC,60420.28,74.9,60144.13,59979.17,0.01,HOLD,50
2026-06-27T11:00:00+00:00,BTC,60363.65,67.6,60145.9,59951.66,-0.09,HOLD,50
2026-06-27T12:00:00+00:00,BTC,60430.0,65.9,60165.31,59934.86,0.11,HOLD,50
2026-06-27T13:00:00+00:00,BTC,60588.35,68.7,60193.53,59920.98,0.26,HOLD,50
2026-06-27T14:00:00+00:00,BTC,60611.5,71.3,60240.71,59908.33,0.04,HOLD,50
2026-06-27T15:00:00+00:00,BTC,60840.06,81.7,60295.11,59959.33,0.38,HOLD,50
2026-06-27T16:00:00+00:00,BTC,60807.99,73.5,60349.61,59986.06,-0.05,HOLD,50
2026-06-27T17:00:00+00:00,BTC,60524.88,58.0,60379.92,60005.4,-0.47,HOLD,50
2026-06-27T18:00:00+00:00,BTC,60570.86,62.3,60406.06,60030.56,0.08,HOLD,50
2026-06-27T19:00:00+00:00,BTC,60175.95,48.3,60410.0,60040.56,-0.65,HOLD,50
2026-06-27T20:00:00+00:00,BTC,60300.0,48.0,60422.04,60056.31,0.21,HOLD,50
2026-06-27T21:00:00+00:00,BTC,60203.82,39.6,60434.96,60073.98,-0.16,HOLD,50
2026-06-27T22:00:00+00:00,BTC,60228.95,42.8,60431.9,60089.43,0.04,HOLD,50
2026-06-27T23:00:00+00:00,BTC,60029.0,38.9,60418.07,60085.77,-0.33,HOLD,50
2026-06-28T00:00:00+00:00,BTC,60146.0,42.6,60413.37,60091.67,0.19,HOLD,50
2026-06-28T01:00:00+00:00,BTC,60222.22,46.2,60412.64,60100.23,0.13,HOLD,50
2026-06-28T02:00:00+00:00,BTC,60150.45,42.6,60401.63,60109.9,-0.12,HOLD,50
2026-06-28T03:00:00+00:00,BTC,60197.04,38.9,60384.08,60125.21,0.08,HOLD,50
2026-06-28T04:00:00+00:00,BTC,60133.0,36.7,60367.93,60156.63,-0.11,HOLD,50
2026-06-28T05:00:00+00:00,BTC,59989.17,25.3,60346.66,60155.69,-0.24,HOLD,50
2026-06-28T06:00:00+00:00,BTC,60002.82,26.4,60325.79,60157.34,0.02,HOLD,50
2026-06-28T07:00:00+00:00,BTC,60219.99,40.7,60318.6,60162.67,0.36,HOLD,50
2026-06-28T08:00:00+00:00,BTC,60370.0,44.2,60315.6,60163.59,0.25,HOLD,50
2026-06-28T09:00:00+00:00,BTC,60258.84,52.8,60299.13,60158.13,-0.18,HOLD,50
2026-06-28T10:00:00+00:00,BTC,60166.71,45.3,60276.89,60156.55,-0.15,HOLD,50
2026-06-28T11:00:00+00:00,BTC,60342.0,54.6,60251.98,60168.67,0.29,HOLD,50
2026-06-28T12:00:00+00:00,BTC,60293.51,52.1,60226.26,60188.28,-0.08,HOLD,50
2026-06-28T13:00:00+00:00,BTC,60071.88,51.4,60203.61,60201.45,-0.37,HOLD,50
2026-06-28T14:00:00+00:00,BTC,60033.0,46.2,60176.72,60218.41,-0.06,HOLD,50
2026-06-28T15:00:00+00:00,BTC,59890.0,39.2,60162.42,60212.7,-0.24,HOLD,50
2026-06-28T16:00:00+00:00,BTC,59690.62,36.2,60131.95,60214.7,-0.33,HOLD,50
2026-06-28T17:00:00+00:00,BTC,59586.01,32.3,60101.06,60199.85,-0.18,HOLD,50
2026-06-28T18:00:00+00:00,BTC,59614.46,34.6,60070.34,60191.31,0.05,HOLD,50
2026-06-28T19:00:00+00:00,BTC,59481.79,34.9,60042.98,60180.46,-0.22,HOLD,50
2026-06-28T20:00:00+00:00,BTC,59660.0,40.7,60018.68,60180.3,0.3,HOLD,50
2026-06-28T21:00:00+00:00,BTC,59445.95,28.9,59979.86,60174.18,-0.36,HOLD,50
